1992,2000,2003,2005,2007,2009,2011,2013,2015,2017,2019
1.3888888888888888,5.0228310502283104,1.7391304347826086,0.4273504273504274,0.425531914893617,0.847457627118644,0.8403361344537815,-1.6666666666666667,-0.0,0.847457627118644
